kinopoiskId,nameRu,nameEn,nameOriginal,countries,genres,ratingKinopoisk,ratingImbd,year,type,posterUrl,posterUrlPreview,userRating
975249,tt5657846,"Здравствуй, папа, Новый год! 2",,Daddy's Home 2,[{'country': 'США'}],[{'genre': 'комедия'}],6.5,6.0,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/975249.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/975249.jpg,5
7466,tt0106489,Бронкская история,,A Bronx Tale,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'криминал'}]",8.0,7.8,1993,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/7466.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7466.jpg,8
1594,tt0122933,Анализируй это,,Analyze This,"[{'country': 'США'}, {'country': 'Австралия'}]","[{'genre': 'криминал'}, {'genre': 'комедия'}]",7.4,6.7,1999,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1594.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1594.jpg,6
998054,tt4532038,Дедушка нелегкого поведения,,The War with Grandpa,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Канада'}]","[{'genre': 'комедия'}, {'genre': 'семейный'}]",6.6,5.6,2020,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/998054.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/998054.jpg,4
585585,,Дедушка легкого поведения,,Dirty Grandpa,"[{'country': 'США'}, {'country': 'Великобритания'}]",[{'genre': 'комедия'}],6.2,5.9,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/585585.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/585585.jpg,4
484611,tt1528100,Исход: Цари и боги,,Exodus: Gods and Kings,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Испания'}]","[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",6.6,6.0,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/484611.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/484611.jpg,5
3231,tt0080339,Аэроплан,,Airplane!,[{'country': 'США'}],[{'genre': 'комедия'}],7.5,7.7,1980,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3231.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3231.jpg,7
409507,tt1220719,Ип Ман,,Yip Man,"[{'country': 'Гонконг'}, {'country': 'Китай'}]","[{'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'боевик'}]",8.2,8.0,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/409507.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/409507.jpg,9
11037,tt0110167,Счастливый случай,,It Could Happen to You,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.3,6.4,1994,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/11037.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/11037.jpg,7
3800,tt0113481,Джонни Мнемоник,,Johnny Mnemonic,"[{'country': 'США'}, {'country': 'Канада'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",6.8,5.6,1995,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3800.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3800.jpg,7
594,tt0212720,Искусственный разум,,Artificial Intelligence: AI,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'драма'}, {'genre': 'фантастика'}]",7.9,7.2,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/594.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/594.jpg,7
1040567,tt6294822,Секретное досье,,The Post,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Индия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'биография'}, {'genre': 'история'}]",6.8,7.2,2017,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1040567.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1040567.jpg,7
4120,tt0120828,"Шесть дней, семь ночей",,Six Days Seven Nights,[{'country': 'США'}],"[{'genre': 'мелодрама'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.2,5.9,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/4120.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4120.jpg,7
714888,tt2488496,Звёздные войны: Пробуждение силы,,Star Wars: Episode VII - The Force Awakens,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",7.1,7.8,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/714888.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/714888.jpg,6
437040,tt1126618,Доброе утро,,Morning Glory,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.2,6.5,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/437040.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/437040.jpg,7
3915,tt0106977,Беглец,,The Fugitive,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'боевик'}]",7.9,7.8,1993,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3915.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3915.jpg,7
3954,tt0120660,Враг государства,,Enemy of the State,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'боевик'}]",7.8,7.3,1998,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/3954.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3954.jpg,7
833,,Убойный футбол,,Siu Lam juk kau,"[{'country': 'Гонконг'}, {'country': 'Китай'}]","[{'genre': 'боевик'}, {'genre': 'комедия'}, {'genre': 'спорт'}]",7.0,7.3,2001,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/833.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/833.jpg,7
61370,tt0373074,Разборки в стиле кунг-фу,,Kung fu,"[{'country': 'Гонконг'}, {'country': 'Китай'}]","[{'genre': 'криминал'}, {'genre': 'боевик'}, {'genre': 'комедия'}]",7.6,7.7,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/61370.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/61370.jpg,7
503297,tt1441912,Путь,,The Way,"[{'country': 'США'}, {'country': 'Испания'}]","[{'genre': 'драма'}, {'genre': 'приключения'}]",7.6,7.3,2010,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/503297.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/503297.jpg,7
8035,tt0328589,Под солнцем Тосканы,,Under the Tuscan Sun,"[{'country': 'США'}, {'country': 'Италия'}]","[{'genre': 'драма'}, {'genre': 'мелодрама'}, {'genre': 'комедия'}]",7.4,6.7,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8035.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8035.jpg,6
472323,tt1286124,АйКарли едет в Японию,,iCarly: iGo to Japan,[{'country': 'США'}],"[{'genre': 'приключения'}, {'genre': 'комедия'}, {'genre': 'семейный'}]",7.0,6.3,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/472323.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/472323.jpg,7
397484,tt0976192,Грандиозный Человек-паук,,The Spectacular Spider-Man,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'комедия'}, {'genre': 'мультфильм'}, {'genre': 'семейный'}]",7.0,8.4,2008,TV_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/397484.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/397484.jpg,8
1346686,tt11337862,Друзья: Воссоединение,,Friends: The Reunion,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'биография'}, {'genre': 'комедия'}, {'genre': 'документальный'}]",8.5,8.0,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1346686.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1346686.jpg,7
1046638,tt7069210,Заклятие 3: По воле дьявола,,The Conjuring: The Devil Made Me Do It,[{'country': 'США'}],"[{'genre': 'детектив'}, {'genre': 'ужасы'}]",6.3,6.3,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1046638.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1046638.jpg,4
373,tt0022100,М убийца,,M - Eine Stadt sucht einen Mörder,[{'country': 'Германия'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'детектив'}]",7.9,8.3,1931,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/373.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/373.jpg,8
257401,tt0808151,Ангелы и Демоны,,Angels & Demons,"[{'country': 'США'}, {'country': 'Италия'}]","[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'боевик'}]",7.5,6.7,2009,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/257401.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/257401.jpg,7
77711,tt0382625,Код Да Винчи,,The Da Vinci Code,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Великобритания'}, {'country': 'Мальта'}]","[{'genre': 'триллер'}, {'genre': 'детектив'}]",7.3,6.6,2006,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/77711.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/77711.jpg,7
780470,tt3062096,Инферно,,Inferno,"[{'country': 'США'}, {'country': 'Венгрия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.5,6.2,2016,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/780470.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/780470.jpg,6
506444,tt1626146,Путешествие Гектора в поисках счастья,,Hector and the Search for Happiness,"[{'country': 'США'}, {'country': 'Великобритания'}, {'country': 'Германия'}, {'country': 'Канада'}, {'country': 'ЮАР'}]","[{'genre': 'драма'}, {'genre': 'приключения'}, {'genre': 'комедия'}]",7.3,6.9,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/506444.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/506444.jpg,7
6842,tt0119707,Смертельная битва 2: Истребление,,Mortal Kombat: Annihilation,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",5.8,3.6,1997,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/6842.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6842.jpg,6
517433,tt1650062,Супер 8,,Super 8,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'детектив'}, {'genre': 'фантастика'}, {'genre': 'боевик'}]",6.5,7.0,2011,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/517433.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/517433.jpg,5
36544,tt0363547,Рассвет мертвецов,,Dawn of the Dead,"[{'country': 'США'}, {'country': 'Франция'}, {'country': 'Канада'}, {'country': 'Япония'}]","[{'genre': 'боевик'}, {'genre': 'ужасы'}]",7.3,7.3,2004,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/36544.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/36544.jpg,6
279600,tt0949731,Явление,,The Happening,"[{'country': 'США'}, {'country': 'Индия'}]","[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'фантастика'}, {'genre': 'приключения'}]",6.3,5.0,2008,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/279600.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/279600.jpg,5
273302,tt0884328,Мгла,,The Mist,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'фантастика'}, {'genre': 'ужасы'}]",7.6,7.1,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/273302.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/273302.jpg,8
8062,tt0293429,Мортал Комбат,,Mortal Kombat,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'фэнтези'}]",6.2,6.0,2021,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8062.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8062.jpg,6
507817,tt1637725,Третий лишний,,Ted,[{'country': 'США'}],[{'genre': 'комедия'}],6.7,6.9,2012,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/507817.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/507817.jpg,5
731691,tt2637276,Третий лишний 2,,Ted 2,[{'country': 'США'}],[{'genre': 'комедия'}],5.9,6.3,2015,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/731691.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/731691.jpg,4
1209203,,Сокол и Зимний Солдат,,The Falcon and the Winter Soldier,[{'country': 'США'}],"[{'genre': 'драма'}, {'genre': 'фантастика'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.2,7.1,2021,MINI_SERIES,https://kinopoiskapiunofficial.tech/images/posters/kp/1209203.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1209203.jpg,6
325797,tt0328832,Аниматрица,,The Animatrix,"[{'country': 'США'}, {'country': 'Япония'}]","[{'genre': 'драма'}, {'genre': 'фантастика'}, {'genre': 'боевик'}, {'genre': 'мультфильм'}, {'genre': 'аниме'}]",7.6,7.3,2003,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/325797.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/325797.jpg,7
1009536,tt6146586,Джон Уик 3,,John Wick: Chapter 3 - Parabellum,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'криминал'}, {'genre': 'боевик'}]",6.9,7.4,2019,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/1009536.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/1009536.jpg,8
741214,tt2737304,Птичий короб,,Bird Box,[{'country': 'США'}],"[{'genre': 'фантастика'}, {'genre': 'ужасы'}]",6.8,6.6,2018,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/741214.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/741214.jpg,5
252268,tt0486822,Паранойя,,Disturbia,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'драма'}, {'genre': 'криминал'}, {'genre': 'детектив'}]",7.5,6.8,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/252268.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/252268.jpg,6
647948,tt2106361,Навстречу шторму,,Into the Storm,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",6.2,5.8,2014,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/647948.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/647948.jpg,6
8162,tt0112864,Крепкий орешек 3: Возмездие,,Die Hard with a Vengeance,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'приключения'}, {'genre': 'боевик'}]",7.7,7.6,1995,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/8162.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/8162.jpg,8
7374,tt0099423,Крепкий орешек 2,,Die Hard 2,[{'country': 'США'}],"[{'genre': 'триллер'}, {'genre': 'боевик'}]",7.8,7.1,1990,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/7374.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7374.jpg,8
9544,tt0337978,Крепкий орешек 4.0,,Live Free or Die Hard,"[{'country': 'США'}, {'country': 'Великобритания'}]","[{'genre': 'триллер'}, {'genre': 'боевик'}]",7.3,7.1,2007,FILM,https://kinopoiskapiunofficial.tech/images/posters/kp/9544.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/9544.jpg,6
